,id,x,y,uwp,pbg,base,trade,ixexcx,ix
266,266,24.04715739208534,-31.441002810086438,C767336-8,633,,Lo,{-2}(C20+3)[1118],-2
267,267,-36.38643455930677,33.20720398996062,A683599-7,800,,Ni,{-1}(940+2)[1477],-1
268,268,20.681210309414165,-74.84722935633343,C67A438-9,400,,Ni,{-1}(935+3)[3369],-1
269,269,-7.75683545689505,-40.51728777327532,B984567-7,412,NS,Ag Ni,{+1}(546+0)[5659],1
270,270,-21.697674282575917,-51.22921874700628,B424631-9,701,,Ni,{+0}(656+1)[362B],0
271,271,-69.67831454148923,-18.25800607986947,B763301-7,520,,Lo,{-1}(320+0)[121C],-1
272,272,88.48397846618619,-9.270241180010096,D677565-1,410,S,Ag Ni,{-2}(540-5)[3351],-2
273,273,11.362308683165367,62.51733804258883,B453348-6,310,,Lo,{-1}(A20+3)[4226],-1
274,274,-78.09538597032738,1.209277038185519,B512330-C,411,NS,Ic Lo,{+2}(922+0)[555B],2
275,275,-21.14395277287513,-53.025836363357136,E6A8644-7,422,,Fl Ni,{-3}(952-1)[4319],-3
276,276,-38.629221329384464,-10.953122547811066,C9A5799-9,801,S,Fl,{+0}(966+2)[7738],0
277,277,88.170965820868,16.170655381757506,A998474-C,304,,Ni,{+1}(A33+0)[755E],1
278,278,-40.04039434974631,32.83962419711224,C510113-9,602,S,Lo,{-1}(700+5)[6167],-1
279,279,-19.317259730948,80.07683126116147,D000486-6,102,S,As Ni Va,{-3}(331-1)[5137],-3
280,280,-7.812400666857666,-45.996580621661785,E384201-7,932,,Lo,{-3}(710+2)[6178],-3
281,281,-25.21718673401314,51.617293132446605,B203552-B,302,,Ic Ni Va,{+1}(A46+3)[5637],1
282,282,-61.61320202518512,50.789520805603885,A100245-C,100,,Lo Va,{+1}(411+2)[133E],1
283,283,-43.45219471645172,88.05785431935853,C432877-8,102,S,Na,{-1}(D73+3)[7717],-1
284,284,-77.02713688269853,2.6877296132002737,A110342-B,202,,Lo,{+1}(921+2)[347C],1
285,285,-45.962041953117286,-82.01571253899922,B434427-A,410,NS,Ni,{+2}(936-3)[5649],2
286,286,-62.1967341413322,-5.298904774046753,B794000-7,021,,Ba,{-1}(500+0)[1111],-1
287,287,-44.87498809289227,-85.07043022233492,C120524-6,803,S,De Ni Po,{-2}(843+4)[9312],-2
288,288,-75.64518972257255,-39.2850955887982,A756475-8,621,N,Ni,{-1}(631-4)[4326],-1
289,289,53.47693225449428,51.33775461366392,C754622-4,504,,Ag Ni,{-1}(955-2)[5532],-1
290,290,73.14257437984048,54.84511885904693,C9EA475-6,822,,Ni,{-2}(330+2)[5275],-2
291,291,-61.94702780479708,-24.66057342381527,CCEA210-6,502,,Lo,{-2}(310+0)[314A],-2
292,292,47.74338413531672,82.82016629560516,A100697-E,402,,Na Ni Va,{+1}(B55+0)[A79D],1
293,293,-44.59015341201402,28.32003635921614,C222544-8,400,,Ni,{-2}(940+0)[7368],-2
294,294,-50.52089451133537,18.94097334953415,E6AA886-9,113,,Fl,{-1}(B76+0)[573D],-1
295,295,26.160547022703142,-60.51429162408928,C696314-4,800,,Lo,{-2}(720+5)[4134],-2
296,296,-84.89779090731074,-26.50363498678596,B402638-C,301,,Ic Na Ni Va,{+1}(453-4)[475D],1
297,297,57.40100583133905,-81.50852546875211,B211469-B,502,NS,Ic Ni,{+2}(B34+4)[8617],2
298,298,-2.5673927702301924,61.33227671494361,C7CA68C-6,232,,Fl Ni,{-2}(950+1)[9457],-2
299,299,81.0212025866268,-45.460778042669816,C337000-9,002,S,Ba,{-1}(A00-2)[1111],-1
300,300,-44.10368846047277,-50.595906063155006,D210545-7,730,S,Ni,{-3}(741+2)[5245],-3
301,301,58.43552388110594,44.14045889964271,D2256AF-5,202,S,Ni,{-3}(753-4)[8321],-3
302,302,70.19730423723827,59.68326154792911,A759865-C,522,,,{+2}(A77+1)[6A2F],2
303,303,-35.87732167022322,-50.60342048880337,D769349-7,221,S,Lo,{-3}(320-4)[1168],-3
304,304,-32.87374656400761,54.14782012943742,B9B9889-9,132,NS,Fl,{+2}(975+2)[8A5B],2
305,305,-94.54360743200559,-4.896531988059949,C566596-8,500,S,Ag Ni,{-1}(840-4)[A459],-1
306,306,-4.359187122726893,3.093679659267612,B673876-9,332,,,{+1}(G77-1)[9939],1
307,307,2.2095990286917777,-27.02512701524973,B5379AD-8,100,,Hi In,{+2}(A88+5)[8B98],2
308,308,-63.93144033881681,-23.457958410111466,E651897-2,112,,Po,{-2}(876+0)[8655],-2
309,309,0.5664171197058643,24.37293886391525,A483545-9,522,NS,Ni,{+1}(847-2)[6619],1
310,310,82.60869950477539,54.512616269773794,B9B6556-A,810,,Fl Ni,{+1}(B45-3)[467A],1
311,311,-79.1747729888529,-58.62298787977183,C5579BE-7,523,S,Hi,{+0}(A8A+0)[A958],0
312,312,-56.21765955806455,-64.75900465674434,C375610-7,231,S,Ag Ni,{-1}(C54-3)[1577],-1
313,313,87.61316876965364,-15.995475897817958,B203133-8,731,,Ic Lo Va,{-1}(A00+0)[2133],-1
314,314,48.59627968270921,-19.824910059603784,X625410-3,420,,Ni,{-3}(230+2)[2141],-3
315,315,-92.34590536818426,24.447802384222616,B100466-A,312,NS,Ni Va,{+2}(638-3)[767B],2
316,316,41.83197325930301,77.58979218791096,C554511-8,431,,Ag Ni,{-1}(B45-1)[6447],-1
317,317,4.459487614791691,-86.54815605129103,E100656-8,532,,Na Ni Va,{-3}(D53+0)[336C],-3
318,318,-20.151282977611416,88.44269964014258,B6A8BBD-A,131,NS,Fl Hi In,{+5}(BA7-2)[EG2D],5
319,319,-12.37528312746723,-76.44446830355847,C589446-9,332,S,Ni,{-1}(B31-5)[136C],-1
320,320,81.96139004555182,39.12001004717429,BDAA595-C,812,,Fl Ni,{+1}(542-2)[567B],1
321,321,52.29890268496986,74.40413820277799,B524413-7,411,,Ni,{-1}(530-3)[5339],-1
322,322,-74.64782110013586,14.237271504105165,C000879-A,300,,As Na Va,{+1}(878-2)[895A],1
323,323,7.57477506065678,12.049407740383433,B532468-8,232,,Ni,{-1}(F33-3)[2349],-1
324,324,2.720320320551517,62.92182626588969,D477652-8,330,,Ag Ni,{-2}(750+2)[844A],-2
325,325,54.01797702866629,-13.682052191272831,B687442-A,402,NS,Ni,{+2}(938+4)[961D],2
326,326,19.29651780590731,-77.66193989337822,CB9368A-3,120,,Ni,{-2}(350-3)[7414],-2
327,327,11.200158043464148,-16.936427213185667,B841247-6,310,,Lo Po,{-1}(310+1)[2115],-1
328,328,53.70279673402971,-2.4143836520811535,A200221-F,403,N,Lo Va,{+1}(D11+0)[236G],1
329,329,-44.006894613380034,-43.39679138206367,A87A8A5-D,100,,,{+2}(279-1)[5A9F],2
330,330,-21.89897326235728,9.819590895657093,C491553-6,812,,Ni,{-2}(640-3)[2313],-2
331,331,55.53054720480522,-10.408595662459597,C120661-A,710,S,De Na Ni Po,{+0}(D55-3)[866B],0
332,332,78.92132189538236,-29.20570580223576,B233565-9,221,NS,Ni,{+1}(B45-2)[867C],1
333,333,35.86471039141832,-10.615424521398609,A524457-E,603,,Ni,{+1}(732+1)[15AH],1
334,334,-57.77051396789621,-49.434425629356625,C413495-8,612,,Ic Ni,{-2}(B31-2)[5239],-2
335,335,-14.091179255740748,62.40707835624042,C432386-8,202,S,Lo,{-2}(820-2)[114B],-2
336,336,23.989707491991297,-73.47204551481808,E740557-4,701,,De Ni Po,{-3}(841+4)[6219],-3
337,337,55.47475595855453,-47.211802302504616,E110131-9,200,,Lo,{-2}(A00-1)[216D],-2
338,338,75.01584907645031,-36.539066099676695,A8DA540-A,314,NS,Ni,{+2}(947+0)[4778],2
339,339,-14.953169689353363,84.48147846656822,A213342-F,223,,Ic Lo,{+1}(C21-1)[148B],1
340,340,-46.296259645889705,42.31870745099582,C978599-8,102,,Ag Ni,{-1}(B45+0)[2428],-1
341,341,-9.58364907241489,78.32722594311497,C67A657-8,122,S,Ni,{-2}(C50+3)[A48D],-2
342,342,-9.640373885043797,88.85386493674679,C885798-6,512,,Ag Ri,{+1}(B66+0)[B874],1
343,343,-19.049642034922055,-88.38051533490886,E9C7357-5,430,,Fl Lo,{-3}(420-2)[1155],-3
344,344,-62.598782793958186,-46.29721313705648,B575200-B,422,NS,Lo,{+2}(D12+0)[1468],2
345,345,-54.969435529973154,66.87984145612936,D120221-7,500,S,De Lo Po,{-3}(610+1)[1189],-3
346,346,86.94534429808746,-22.552893695296028,A150564-A,320,,De Ni Po,{+1}(E47+2)[2659],1
347,347,84.12611944024914,-50.71071811909973,B240586-C,500,,De Ni Po,{+1}(845+4)[8669],1
348,348,-23.438069997196198,-2.9081052539332353,C96A735-7,701,S,Ri,{+0}(763-4)[3758],0
349,349,-29.853621932375884,88.6505003687555,B66A010-B,002,,,{+1}(900+0)[1111],1
350,350,58.87959977234267,0.585734484093825,C498636-4,430,S,Ag Ni,{-1}(A55-1)[6572],-1
351,351,-28.87227491198454,-13.846407546950456,D983353-5,523,S,Lo,{-3}(A20+1)[1193],-3
352,352,62.54315242728576,-16.112750244732933,C9A6243-4,330,S,Fl Lo,{-2}(610+0)[2157],-2
353,353,12.93213337491903,60.17645720703866,D240652-9,422,S,De Ni Po,{-2}(B50+0)[646B],-2
354,354,-31.856168123268635,72.9879304846196,C7B8532-8,522,,Fl Ni,{-2}(C40+0)[7316],-2
355,355,8.740123342833606,-83.47064931946726,C6A9777-A,802,,Fl,{+1}(768+2)[38A9],1
356,356,68.8564144848999,68.73553178202158,B130435-A,220,,De Ni Po,{+1}(535+2)[1568],1
357,357,-75.28482776451338,5.640548132135681,D684678-2,901,S,Ag Ni Ri,{-1}(951+0)[5523],-1
358,358,59.42901433907921,39.08441289088627,C100999-A,422,,Hi In Na Va,{+3}(88B-1)[8C3A],3
359,359,-59.021222201000256,78.20621866592457,B748333-6,602,NS,Lo,{+0}(A20+0)[2378],0
360,360,-57.3499917067759,-69.01631460800324,B353432-A,500,NS,Ni,{+2}(837-2)[465B],2
361,361,-4.419054813469447,-92.25650382567952,A10038A-A,202,,Lo Va,{+1}(621+0)[7426],1
362,362,-15.515739854260113,-75.10048598484471,E200300-4,532,,Lo Va,{-3}(920+0)[3182],-3
363,363,-10.754176352141375,-53.97602014446004,E501332-6,514,,Ic Lo Va,{-3}(620+1)[1178],-3
364,364,61.19158092342243,-69.91114095268594,C952530-3,914,S,Ni,{-2}(640-5)[8313],-2
365,365,-82.3749018953871,7.561823547302149,C5578DC-2,202,S,,{-1}(67B+3)[3784],-1
366,366,95.59379923613116,-4.366731154659198,C875486-3,104,S,Ni,{-2}(830+1)[1271],-2
367,367,17.40468496074272,-12.286436231691145,A477430-8,103,,Ni,{-1}(735-2)[8347],-1
368,368,-66.54742889949591,-21.370381743673803,A130421-C,423,,De Ni Po,{+1}(C37+0)[45A9],1
369,369,42.010195231518125,60.6493495457717,C776888-5,202,S,,{-1}(57A+1)[B734],-1
370,370,-52.05107645287816,-23.210759446562346,E685720-6,120,,Ag Ri,{+0}(565+1)[6779],0
371,371,-20.72843227599197,39.94050869644228,CEFA343-A,701,S,Lo,{+0}(A20+3)[433E],0
372,372,20.022030781429656,89.94509533317816,B784654-B,202,NS,Ag Ni Ri,{+4}(759-4)[5AAB],4
373,373,-9.933490962022763,-86.7647671393371,E677853-3,312,,,{-2}(675+1)[7665],-2
374,374,-27.45086603463229,45.60236328851977,E464745-2,902,,Ag Ri,{+0}(C63+3)[6721],0
375,375,-24.915671880206315,84.37811857437403,B565534-B,114,,Ag Ni,{+2}(A46+0)[279B],2
376,376,-77.15910771673762,-25.806357289125348,CAEA423-A,530,,Ni,{+0}(C36+1)[544E],0
377,377,-15.58070017146813,80.13797127831465,B895013-A,031,,,{+1}(B00-3)[1111],1
378,378,53.758126939615615,-39.26521916187398,C496205-4,802,,Lo,{-2}(A10+3)[11A7],-2
379,379,-98.89729676317198,-1.9867276931369249,E26798A-7,402,,Hi,{-1}(B82+3)[B828],-1
380,380,31.94832749241019,42.4218711890584,C6AA441-A,732,,Fl Ni,{+0}(734-2)[1465],0
381,381,-77.80663598428094,29.063769263411253,EDFA610-5,100,,Ni,{-3}(950+2)[7363],-3
382,382,-33.575857563737664,89.35612514397427,D100586-7,713,,Ni Va,{-3}(941-3)[8248],-3
383,383,-72.54748178351609,-43.924224536186564,A976752-C,202,NS,Ag,{+4}(966+5)[5B1F],4
384,384,-60.39491252118467,12.670898820182707,C555421-4,622,,Ni,{-2}(630+0)[2248],-2
385,385,19.97193554384169,-3.5171269478424527,B568644-6,621,,Ag Ni Ri,{+1}(A54-1)[7758],1
386,386,30.010144282215244,-43.28068646131946,B482788-7,102,NS,Ri,{+2}(368+2)[9985],2
387,387,59.76800537933302,70.91047392012861,B9DA400-9,500,,Ni,{+0}(B36+0)[247B],0
388,388,22.064717652692334,21.372719766656022,A5007CD-A,634,NS,Na Va,{+3}(F6B-2)[4A56],3
389,389,-79.38659465786577,24.55245271638251,C446766-8,210,,,{-1}(86A+0)[B687],-1
390,390,14.845816722279315,39.754092697078704,A1008BD-E,420,N,Na Va,{+2}(678+4)[3A9E],2
391,391,-81.75403648851332,-2.486535648650179,B45A210-C,303,,Lo,{+1}(A11+1)[137H],1
392,392,-67.21256703755986,-39.14785883507981,A887746-B,301,,Ag Ri,{+4}(C6D-2)[6B77],4
393,393,89.77458488682714,-7.191257672431228,C413532-6,300,,Ic Ni,{-2}(543-1)[4393],-2
394,394,-84.58257298314753,19.19390775370775,C100777-8,312,,Na Va,{-1}(566+1)[B626],-1
395,395,72.4088519667357,2.0752427884809244,B778554-7,220,,Ag Ni,{+0}(945+4)[5566],0
396,396,-4.758526909779026,30.384426307661382,C663768-5,722,,Ri,{+0}(768-1)[9716],0
397,397,37.54573749334418,-47.56829719190678,B9AA898-B,800,,Fl,{+2}(579-1)[BA3B],2
398,398,52.14974519863793,48.24273099906169,C645664-3,102,,Ni,{-2}(950+1)[9444],-2
399,399,49.696090957591466,1.8167016620854293,CCB9223-7,300,S,Fl Lo,{-2}(710-3)[7185],-2
400,400,32.57260106450914,91.80976633878963,E402630-4,512,,Ic Na Ni Va,{-3}(353-2)[6353],-3
401,401,-6.726955016332203,-55.334073026451705,B1305A9-B,320,,De Ni Po,{+1}(B47-3)[168A],1
402,402,-15.6820536146693,54.14834403121884,A47A244-B,703,,Lo,{+1}(A11+0)[535F],1
403,403,36.70927768960504,-33.875511794654756,E645136-4,402,,Lo,{-3}(800+1)[3151],-3
404,404,-40.215090229736575,-48.53071393202004,C533574-6,624,S,Ni,{-2}(842-4)[6398],-2
405,405,-22.848443186849508,22.863592779546238,B140304-9,822,,De Lo Po,{+0}(A20+3)[137C],0
406,406,-67.39009204382135,8.188154865802622,C34278D-6,422,,,{-1}(367+4)[7645],-1
407,407,-9.855196188558146,-20.614310412682112,C521567-6,510,S,Ni Po,{-2}(B44-4)[2341],-2
408,408,32.463710980384406,-83.50192014337208,C322532-A,302,,Ni,{+0}(745+1)[9529],0
409,409,-91.07581259700268,-13.803669909486537,D301977-7,512,S,Hi Ic In Na Va,{+0}(786+3)[A936],0
410,410,-59.41706806060046,-0.521001001290311,C7BA5AA-B,411,S,Fl Ni,{+0}(A41+0)[A517],0
411,411,-84.35176938133209,17.166046276106005,D610300-5,132,S,Lo,{-3}(620-1)[1186],-3
412,412,-47.94418980473456,-28.624743957316866,D000110-8,703,,As Lo Va,{-3}(700+3)[117D],-3
413,413,-79.28662167228886,-22.4899219531016,B233505-D,501,,Ni,{+1}(842-1)[568F],1
414,414,80.90988868897222,-27.78745258265294,C9EA153-C,212,,Lo,{+0}(A00+3)[614A],0
415,415,-48.150352106908365,22.939835118374894,B530201-C,610,,De Lo Po,{+1}(811+1)[334C],1
416,416,7.725753444285877,51.477248326647285,E2238DC-4,423,,Na,{-2}(B78+0)[7634],-2
417,417,65.15854725556503,-67.49796290594861,CFFA886-8,333,,,{-1}(B74-5)[6767],-1
418,418,27.457395006566987,56.19600755700127,D62185A-6,322,,Na Po,{-2}(973+0)[7685],-2
419,419,-57.16884562660232,-8.053053332576443,D224430-6,104,S,Ni,{-3}(530-3)[1146],-3
420,420,44.07125168197008,-62.489652814883165,C100873-9,300,S,Na Va,{+0}(679+1)[B87A],0
421,421,48.770647615988885,-44.244346514702904,D365221-2,102,S,Lo,{-3}(610+0)[2154],-3
422,422,-44.620075530712256,-86.77916099481484,B26177A-C,302,,Ri,{+3}(86F-1)[5A4F],3
423,423,8.912873121809884,-89.25334652490949,C637104-8,102,,Lo,{-2}(A00+0)[3176],-2
424,424,11.282630820135807,-84.25167686688685,B468667-6,601,,Ag Ni Ri,{+1}(653+5)[A756],1
425,425,-8.394232919963752,19.141768847601703,D785589-1,500,S,Ag Ni,{-2}(B40+4)[3361],-2
426,426,50.13947786233592,9.820247388756776,C686451-9,611,,Ni,{-1}(933+0)[1396],-1
427,427,-46.731720080961246,66.32144436080128,A689766-B,102,,Ri,{+3}(968-1)[5A4E],3
428,428,-83.3910868713522,-27.89031520939076,C345350-5,704,S,Lo,{-2}(A20-3)[4153],-2
429,429,-67.37863329677218,9.371755978989405,A100658-E,110,NS,Na Ni Va,{+2}(C54+1)[288E],2
430,430,43.6435957158489,56.75914534139699,E458200-6,502,,Lo,{-3}(910-3)[1127],-3
431,431,-23.697870041958403,-36.18594692964005,B773469-6,610,NS,Ni,{+0}(736+3)[5467],0
432,432,30.882660773964087,12.77129108187063,A424512-C,233,N,Ni,{+1}(C44+2)[3689],1
433,433,3.9633572222729674,-55.047447489993594,E341155-8,100,,Lo Po,{-3}(500-2)[511A],-3
434,434,17.059171559230425,62.67429149219177,E110DCC-4,803,,Hi In Na,{+0}(CCB-1)[HD76],0
435,435,79.98500839446822,47.11706908918407,D8C957B-4,300,,Fl Ni,{-3}(940-1)[6224],-3
436,436,1.6611479219807102,61.27532107487463,D232688-6,103,S,Na Ni,{-3}(452+4)[4394],-3
437,437,60.88219328032254,-63.716156154233936,BEFA455-E,612,,Ni,{+1}(C32+1)[454G],1
438,438,-50.621134290420834,-54.55734540907331,B150775-9,203,,De Po,{+1}(667-2)[5855],1
439,439,-85.90919526845397,37.745812574929346,D463753-7,202,S,Ri,{-1}(766+2)[6663],-1
440,440,73.1662700962171,59.11210433755989,B9CA323-B,502,,Fl Lo,{+1}(921+1)[644F],1
441,441,78.29222154998918,27.271232902430164,A364734-B,504,,Ag Ri,{+4}(C6G+4)[CB8C],4
442,442,-84.01457271717472,44.06421906307294,B446110-8,630,NS,Lo,{+0}(500+2)[1146],0
443,443,-72.28033728602787,29.31950327950492,C230476-8,710,,De Ni Po,{-2}(A32-3)[123A],-2
444,444,-27.6326631422096,3.7140799938932156,A547599-B,821,,Ni,{+1}(F44-3)[467E],1
445,445,2.412508745198161,85.86754995026773,E437512-5,122,,Ni,{-3}(841+5)[A258],-3
446,446,1.9272158763167901,-91.05879774475704,C655430-8,604,S,Ni,{-2}(D30-2)[1278],-2
447,447,-73.63600418704823,63.841509294910345,B454643-B,212,NS,Ag Ni,{+3}(D57-1)[7997],3
448,448,34.5048514460317,32.51961911918275,B577415-7,702,,Ni,{-1}(532+4)[2357],-1
449,449,57.22150370772194,-15.657697744211552,D591654-4,202,,Ni,{-3}(352+2)[7354],-3
450,450,-7.575723887059649,78.0785088158419,C23045A-A,732,,De Ni Po,{+0}(F36-2)[447C],0
451,451,51.37203908175796,-54.50273162534005,A643948-8,630,,Hi In,{+2}(A8A-2)[BB39],2
452,452,45.6675891901172,42.431729658096806,D631467-5,120,S,Ni Po,{-3}(B31-2)[4123],-3
453,453,71.8674759234853,-23.092418413047966,E764630-4,404,,Ag Ni Ri,{-1}(853+4)[8576],-1
454,454,-64.96498255908926,-54.723960694435746,E9B8433-7,220,,Fl Ni,{-3}(530+0)[3197],-3
455,455,13.026705052505783,-59.60971853308323,C22456B-6,214,,Ni,{-2}(742+2)[5377],-2
456,456,-8.071456119697707,57.89534856317764,B100555-9,930,,Ni Va,{+0}(F44-1)[655B],0
457,457,-34.358711812336004,-20.086631671143394,E9AA67A-6,714,,Fl Ni,{-3}(C51-1)[4349],-3
458,458,51.16997957149469,-59.34139852425018,C786443-6,803,S,Ni,{-2}(930+2)[5225],-2
459,459,87.50053443055279,-7.948501195464619,A332200-E,402,,Lo,{+1}(611+1)[232F],1
460,460,-86.9793722709913,16.410980951885847,E634EFF-6,900,,Hi In,{+0}(5DB+3)[GE24],0
461,461,-21.871832950755522,-1.62955196313892,C6AA435-7,900,,Fl Ni,{-2}(730+3)[6217],-2
462,462,-36.05627663417006,15.534553906725979,B89289D-7,200,,,{+0}(C7A-1)[3827],0
463,463,68.20526157080434,-25.278916166695463,D799756-3,622,S,,{-2}(961-1)[2581],-2
464,464,-68.49913145323939,-63.787564797661524,E881134-3,522,,Lo,{-3}(500-1)[1162],-3
465,465,62.60361458074708,-24.632478190185815,C300552-6,102,,Ni Va,{-2}(640-1)[2335],-2
466,466,-64.41509224128042,-66.16928085250333,D669103-4,102,S,Lo,{-3}(B00-1)[5162],-3
467,467,-70.33497507908315,41.981320896190596,B304830-9,321,NS,Ic Va,{+2}(A76+2)[8A26],2
468,468,24.31048499174522,56.39055803946971,D400561-6,323,,Ni Va,{-3}(B42+0)[8268],-3
469,469,-83.08287748387528,-29.94343110532569,C3006A6-8,401,S,Na Ni Va,{-2}(652+3)[8459],-2
470,470,-56.148597883666,73.26237243566543,C23238C-A,104,,Lo,{+0}(820+1)[136B],0
471,471,14.39655722497324,30.588359214030337,D532695-8,113,,Na Ni,{-3}(B50+4)[3389],-3
472,472,-0.9264338085953616,13.683673054118994,A000365-B,122,,As Lo Va,{+1}(821-2)[441A],1
473,473,28.546469147592557,73.96225675869374,A1209B8-A,100,,De Hi In Na Po,{+4}(38B+3)[ED58],4
474,474,-6.868841325393693,-92.63868994899687,B769146-B,500,,Lo,{+1}(401+3)[127B],1
475,475,-53.3710754080857,1.8533692520811718,C464543-9,200,,Ag Ni,{+0}(446-1)[4554],0
476,476,15.233454417520576,-11.878659844008421,E9CA765-7,512,,Fl,{-2}(567-1)[B565],-2
477,477,-18.033943657303176,14.811603863285194,B6957AB-8,511,,Ag,{+1}(768-1)[B887],1
478,478,1.7476448899692798,-60.41460974196442,CEFA343-A,111,,Lo,{+0}(520+2)[236C],0
479,479,-77.93410413460755,-32.559962895711905,B583845-8,302,NS,Ri,{+2}(976+4)[AA3C],2
480,480,-24.62901119355836,-65.73821911781705,BC928BA-8,402,NS,,{+1}(B77-2)[B945],1
481,481,-22.54175306281352,-30.140240312221934,C351234-8,111,,Lo Po,{-2}(A10+0)[2148],-2
482,482,-67.30309514562217,-45.89806312590869,C27A941-C,500,S,Hi In,{+3}(988+2)[6C6E],3
483,483,-84.8788767518333,-49.77388804127037,C253125-5,612,S,Lo,{-2}(900+4)[1174],-2
484,484,50.070318081325226,40.38915092977111,A875276-8,800,N,Lo,{-1}(A10-1)[1118],-1
485,485,-9.631360049234171,81.54527720796307,C664596-7,622,,Ag Ni,{-1}(542+2)[1446],-1
486,486,77.07723222869419,48.5742639573274,B677786-5,200,,Ag,{+1}(768-3)[78A2],1
487,487,-33.00448897034909,82.11628389107526,B499467-B,402,,Ni,{+1}(A36+2)[452B],1
488,488,17.922967158192083,25.290847872189424,A872100-C,530,,Lo,{+1}(B01-2)[525E],1
489,489,5.774526557610282,-18.842519674611392,D304610-4,903,,Ic Ni Va,{-3}(C50-2)[6338],-3
490,490,-18.54597893095471,54.40016078928236,A100303-B,212,,Lo Va,{+1}(521+3)[143A],1
491,491,3.092019059884543,20.032221419809183,E877533-4,124,,Ag Ni,{-2}(940-1)[9397],-2
492,492,-59.406298507369314,-21.390735012924477,D110264-8,201,S,Lo,{-3}(410+0)[116D],-3
493,493,55.176127396565434,-72.53297247110967,C5419AD-4,432,,Hi In Po,{+1}(98C+0)[AA67],1
494,494,50.041895866678196,75.85301906544277,E420401-7,112,,De Ni Po,{-3}(831+4)[4158],-3
495,495,-56.18251143880146,-54.05686636549487,A203637-D,120,,Ic Na Ni Va,{+1}(C57+0)[575D],1
496,496,-9.581496984759053,20.08725433176526,C6847C9-7,404,S,Ag Ri,{+1}(B64+1)[C88A],1
497,497,85.35151084280912,-9.735532937212632,A554200-8,532,N,Lo,{-1}(E10-1)[2147],-1
498,498,-59.881856316988944,38.47007121367567,C120865-6,112,,De Na Po,{-1}(873+0)[A774],-1
499,499,65.96822909871432,20.540387716797248,C562021-7,003,,,{-2}(700-3)[1111],-2
500,500,56.88420431440022,-60.61117569005723,C67A200-7,724,S,Lo,{-2}(510+3)[1177],-2
501,501,-58.2762516640815,-39.01994710507643,C37A246-7,401,,Lo,{-2}(610+0)[2159],-2
502,502,55.62815093986484,-53.15260084792983,B512552-9,202,,Ic Ni,{+0}(946+1)[152A],0
503,503,12.594330399129316,-36.44639719235203,B673452-B,220,NS,Ni,{+2}(A36+4)[464A],2
504,504,-70.0472532135626,-64.27018094617341,C666454-7,802,,Ni,{-2}(831+0)[1249],-2
505,505,-25.01455964928192,-42.91620689308113,B648844-5,302,,,{+0}(879-3)[8849],0
506,506,19.641188962567657,-45.4077622390316,A300421-B,100,N,Ni Va,{+1}(A37+0)[259B],1
507,507,97.6374510251783,5.612710224586226,B785688-A,530,,Ag Ni Ri,{+3}(557+4)[992B],3
508,508,-93.67018881671912,-32.994276377954094,D685875-4,723,S,Ri,{-1}(674+1)[7727],-1
509,509,-41.6197793007927,-63.05802941069017,C945668-5,102,,Ni,{-2}(654+3)[6437],-2
510,510,74.69528435237054,-14.370269579041928,C424834-8,822,S,,{-1}(977-2)[9749],-1
511,511,-83.62061814326198,-1.434842877622744,C57956B-5,702,S,Ni,{-2}(941+1)[7363],-2
512,512,-69.670906594822,-32.11644651016874,B682512-9,622,NS,Ni,{+1}(642-1)[7627],1
513,513,70.85661047188525,28.852377196571787,B245465-C,432,NS,Ni,{+2}(F33+3)[563A],2
514,514,-40.32813789935115,-87.87510853975789,B5998AA-B,130,,,{+2}(D78+2)[AA2B],2
515,515,-7.2846286143258165,58.94626841930153,B775666-A,332,,Ag Ni,{+2}(C53-4)[986D],2
516,516,13.721884828190634,-18.661456988611967,B000579-A,701,NS,As Ni Va,{+2}(644+0)[57A7],2
517,517,10.472302475522376,-53.98526761263221,E520012-8,032,,De Po,{-3}(C00+3)[1111],-3
518,518,21.668140601610574,31.838701411195693,E666248-5,630,,Lo,{-3}(710+3)[5171],-3
519,519,36.557708759094695,83.06199029320756,E88856A-1,604,,Ag Ni,{-2}(740+1)[7332],-2
520,520,-37.01530461520181,41.21343034698675,E368835-4,732,,Ri,{-1}(476-2)[A766],-1
521,521,-57.97537849205838,47.58619316824924,B62245A-8,502,,Ni,{-1}(934+1)[4389],-1
522,522,42.35596084316895,-80.2258702957141,B9BA553-B,202,,Fl Ni,{+1}(744+4)[266D],1
523,523,-32.8089150259286,92.86172306648379,C957689-3,100,,Ag Ni,{-1}(555-1)[5556],-1
524,524,15.22394349562961,98.72614833499888,C564321-7,330,S,Lo,{-2}(820+1)[6183],-2
525,525,33.975333131841,-45.295572993362086,C997520-4,403,,Ag Ni,{-1}(B45+4)[4424],-1
526,526,-10.95571203822634,75.55981197105883,C658766-3,503,,Ag,{+0}(569-3)[A766],0
527,527,19.268108044203668,-37.10367140976165,C741467-3,130,,Ni Po,{-2}(332-2)[5231],-2
528,528,-27.168958091484406,83.9687655305741,C644334-5,204,,Lo,{-2}(520+0)[2131],-2
529,529,59.29097293471659,-4.736093804858199,E59A667-9,833,,Ni,{-2}(C54+3)[2427],-2
530,530,-95.18805002250149,-12.771858103106526,E558542-3,421,,Ag Ni,{-2}(643+0)[8373],-2
531,531,12.82086647924283,-77.73481168013083,D592537-5,601,S,Ni,{-3}(240+1)[1267],-3
